1.54546;0.8983;0.9026;0.85488;1.46278;1.71644;1.87129;1.80233;1.76814;2.542;0;1.66683;1.72571;1.69256;2.4671;1.67727;2.47194;0.94116;2.46488;0.92519;2.53342;2.52791;2.52794;2.52852;2.03643;2.38448;2.43368;1.7318;1.75148;1.74298;2.395;2.59454;1.77626;
1.67675;2.32391;0.8475;0.81195;1.41985;1.67352;1.88844;1.74723;1.7153;0.9982;1.66683;0;1.68278;1.64963;2.50993;1.63435;2.59625;0.94325;0.9446;0.92612;2.66471;2.6592;2.65923;2.65981;1.9935;2.34155;2.5572;1.77755;1.71455;1.70005;2.52629;2.5417;1.90755;
1.59446;0.9473;0.9175;0.87083;1.47873;0.9997;1.90664;1.81723;1.7439;0.99322;1.72571;1.68278;0;1.70851;2.5161;1.69323;2.52094;0.9311;0.9628;0.92309;2.58242;2.57691;2.57694;2.57752;2.05238;2.40043;0.9228;1.7808;1.77343;1.75893;0.92433;0.9175;1.82526;
1.59996;0.9528;1.76148;0.83768;1.44558;1.69925;1.87394;2.54114;1.75095;0.99733;1.69256;1.64963;1.70851;0;0.9488;1.66008;2.52644;0.93292;0.9301;0.92654;2.58792;2.58241;2.58244;2.58302;2.01923;2.36728;0.92254;1.7863;1.74028;1.72578;2.4495;0.9329;1.83076;
0.92163;1.5688;1.81603;1.69798;1.92163;2.50443;2.54178;1.75664;2.61125;1.86908;2.4671;2.50993;2.5161;0.9488;0;0.87558;1.80907;1.77827;1.81483;1.80261;1.9036;1.89189;1.88913;1.89598;1.88633;1.89715;1.79843;0.92577;0.92383;0.91287;1.77117;1.81698;1.15243;
1.6005;0.95333;1.7462;0.8224;1.4303;1.68397;1.88309;0.88106;1.73567;0.9935;1.67727;1.63435;1.69323;1.66008;0.87558;0;2.52698;0.926;0.93925;0.92703;2.58845;2.58294;2.58297;2.58355;2.00395;2.352;0.92285;1.78684;1.725;1.7105;0.92212;0.9414;1.8313;
0.92648;1.57364;1.82088;1.7843;1.92648;2.50928;2.54663;2.72061;2.68868;1.8862;2.47194;2.59625;2.52094;2.52644;1.80907;2.52698;0;1.78312;1.8459;1.82906;1.88381;1.87313;1.86034;1.87734;1.85825;1.87924;1.8147;0.89504;0.89575;0.8962;1.77602;3.43844;1.15728;
0.85664;1.5038;1.75104;1.72144;1.85664;0.93414;2.47679;1.80706;0.94067;1.85318;0.94116;0.94325;0.9311;0.93292;1.77827;0.926;1.78312;0;1.77606;1.75921;1.8446;1.83909;1.83911;1.8397;1.8255;1.84884;1.74486;1.04298;1.06266;1.0671;1.70617;1.76707;1.08744;
0.91942;1.56658;1.7921;1.75655;1.91942;1.9625;0.94384;1.82031;2.6599;1.91596;2.46488;0.9446;0.9628;0.9301;1.81483;0.93925;1.8459;1.77606;0;1.82199;1.90737;1.75755;1.90189;1.78926;1.88828;1.91162;1.80763;1.10576;1.12543;1.12988;1.76895;1.863;1.15022;
0.90257;1.54974;1.77362;1.73807;1.90257;0.92532;2.52272;1.80809;0.92656;1.89911;0.92519;0.92612;0.92309;0.92654;1.80261;0.92703;1.82906;1.75921;1.82199;0;1.89053;1.88502;1.88505;1.88563;1.87143;1.89478;1.79079;1.08891;0.9684;1.11304;1.75211;1.75296;1.13337;
0.98796;1.63512;1.88235;1.85276;1.98796;2.57075;2.60811;2.78208;2.75015;1.98073;2.53342;2.66471;2.58242;2.58792;1.9036;2.58845;1.88381;1.8446;1.90737;1.89053;0;1.96664;1.95336;1.97079;1.95056;1.97317;1.87617;0.99126;0.98806;0.99073;1.83749;3.49992;1.21876;
0.98245;1.62961;1.87684;1.84725;1.98245;2.56524;0.81371;2.77657;2.74464;1.96902;2.52791;2.6592;2.57691;2.58241;1.89189;2.58294;1.87313;1.83909;1.75755;1.88502;1.96664;0;1.94339;1.65914;1.94108;1.96229;1.87066;0.97809;0.97858;0.97902;1.83198;3.49441;1.21325;
0.98247;1.62964;1.87687;1.84728;1.98247;2.56527;2.60262;2.7766;2.74467;1.96177;2.52794;2.65923;2.57694;2.58244;1.88913;2.58297;1.86034;1.83911;1.90189;1.88505;1.95336;1.94339;0;1.9476;1.9278;1.9495;1.87069;0.9653;0.9653;0.9824;1.83201;3.49444;1.21327;
0.98306;1.63022;1.87745;1.84786;1.98306;2.56585;0.84543;2.77718;2.74525;1.97311;2.52852;2.65981;2.57752;2.58302;1.89598;2.58355;1.87734;1.8397;1.78926;1.88563;1.97079;1.65914;1.9476;0;1.94523;1.9665;1.87127;0.9823;0.98272;0.98311;1.83259;3.49502;1.21386;
0.96886;1.61602;1.44203;1.18155;0.57365;2.04312;2.58901;2.34176;2.09482;1.95897;2.03643;1.9935;2.05238;2.01923;1.88633;2.00395;1.85825;1.8255;1.88828;1.87143;1.95056;1.94108;1.9278;1.94522;0;1.49535;1.85708;1.1552;0.9625;1.17932;1.81839;2.92122;1.19966;
0.9922;1.63936;1.79008;1.5296;0.9217;2.39117;2.61235;2.68981;2.44287;1.97428;2.38448;2.34155;2.40043;2.36728;1.89715;2.352;1.87924;1.84884;1.91162;1.89478;1.97317;1.96229;1.9495;1.9665;1.49535;0;1.88042;0.9842;0.98511;0.98428;1.84174;3.26927;1.223;
0.88822;1.53538;1.78261;1.74525;1.88822;1.9225;2.50837;1.80391;2.65041;1.88476;2.43368;2.5572;0.9228;0.92254;1.79843;0.92285;1.8147;1.74486;1.80763;1.79079;1.87617;1.87066;1.87069;1.87127;1.85708;1.88042;0;0.9217;1.09423;1.09868;1.73775;1.8403;1.11902;
0.18634;0.8335;1.08074;0.9656;1.18634;1.76914;1.79181;1.98046;1.87887;0.9969;1.7318;1.77755;1.7808;1.7863;0.92577;1.78684;0.89504;1.04298;1.10576;1.08891;0.99126;0.97809;0.9653;0.9823;1.1552;0.9842;0.9217;0;0.39236;0.3968;0.9006;2.6983;0.41714;
0.20602;0.85318;1.10041;0.9026;1.20602;1.76417;1.79229;2.00014;1.81587;0.99647;1.75148;1.71455;1.77343;1.74028;0.92383;1.725;0.89575;1.06266;1.12543;0.9684;0.98806;0.97858;0.9653;0.98272;0.9625;0.98511;1.09423;0.39236;0;0.41648;1.05555;2.64227;0.43682;
0.21046;0.85763;1.10486;0.8881;1.21046;1.74967;1.79273;2.00459;1.80137;0.99;1.74298;1.70005;1.75893;1.72578;0.91287;1.7105;0.8962;1.0671;1.12988;1.11304;0.99073;0.97902;0.9824;0.98311;1.17932;0.98428;1.09868;0.3968;0.41648;0;0.9026;2.62777;0.44126;
0.84953;1.4967;1.74393;1.71434;1.84953;1.92403;2.46968;1.80318;2.61173;1.84607;2.395;2.52629;0.92433;2.4495;1.77117;0.92212;1.77602;1.70617;1.76895;1.75211;1.83749;1.83198;1.83201;1.83259;1.81839;1.84174;1.73775;0.9006;1.05555;0.9026;0;1.84183;1.08033;
2.51196;1.8648;1.6942;1.73967;2.34757;1.9172;2.80684;1.82246;0.8264;1.91072;2.59454;2.5417;0.9175;0.9329;1.81698;0.9414;3.43844;1.76707;1.863;1.75296;3.49992;3.49441;3.49444;3.49502;2.92122;3.26927;1.8403;2.6983;2.64227;2.62777;1.84183;0;2.74276;
0.2308;0.87796;1.1252;1.0956;1.2308;1.8136;1.85095;2.02492;1.993;1.22734;1.77626;1.90755;1.82526;1.83076;1.15243;1.8313;1.15728;1.08744;1.15022;1.13337;1.21876;1.21325;1.21327;1.21386;1.19966;1.223;1.11902;0.41714;0.43682;0.44126;1.08033;2.74276;0;
